States/UTs,Crime Head,Year,Persons arrested during the year_Male,Persons arrested during the year_Female,Persons arrested during the year_Total
West Bengal,19.1 - Under PCSO Act Section 4,2014,629,0,629
West Bengal,19.2 - Under PCSO Act Section 6,2014,31,0,31
West Bengal,19.3 - Under PCSO Act Section 8,2014,38,0,38
West Bengal,19.4 - Under PCSO Act Section 10,2014,7,0,7
West Bengal,19.5 - Under PCSO Act Sections 14 & 15,2014,3,0,3
West Bengal,19.6 - Other Acts of PCSO,2014,156,0,156
West Bengal,20 - Attempt to commit Murder u/s 307 IPC,2014,151,15,166
West Bengal,21 - Unnatural Offences u/s 377 IPC,2014,12,0,12
West Bengal,22 - Other crimes committed against children,2014,245,6,251
West Bengal,23 - Total crimes against Children,2014,5099,167,5266
A & N Islands,1 - Murder (Section 302 and 303 IPC),2014,0,1,1
A & N Islands,2 - Infanticide (Section 315 IPC),2014,0,0,0
A & N Islands,3 - Rape,2014,21,3,24
A & N Islands,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,10,0,10
A & N Islands,4.1 - Sexual Harassment (Section 354A IPC),2014,6,0,6
A & N Islands,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0
A & N Islands,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0
A & N Islands,4.4 - Stalking (Section 354D IPC),2014,2,0,2
A & N Islands,4.5 - Others assault,2014,2,0,2
A & N Islands,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0
A & N Islands,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,8,0,8
A & N Islands,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,6,0,6
A & N Islands,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
A & N Islands,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0
A & N Islands,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0
A & N Islands,6.5 - Other Kidnapping,2014,2,0,2
A & N Islands,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0
A & N Islands,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,0,0
A & N Islands,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
A & N Islands,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
A & N Islands,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
A & N Islands,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
A & N Islands,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
A & N Islands,"14 - Prohibition of Child Marriage Act, 2006",2014,0,0,0
A & N Islands,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
A & N Islands,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,0,0,0
A & N Islands,16.1 - Offences committed against Migrant,2014,0,0,0
A & N Islands,16.1.1 - Offences committed against SC migrants,2014,0,0,0
A & N Islands,16.1.2 - Offences committed against ST migrants,2014,0,0,0
A & N Islands,16.1.3 - Offences committed against others migrants,2014,0,0,0
A & N Islands,16.2 - Offences committed against Locals,2014,0,0,0
A & N Islands,16.2.1 - Offences committed against Local SCs,2014,0,0,0
A & N Islands,16.2.2 - Offences committed against Local STs,2014,0,0,0
A & N Islands,16.2.3 - Offences committed against others locals,2014,0,0,0
A & N Islands,"17 - Immoral Traffic (Prevention) Act, 1956",2014,1,2,3
A & N Islands,17.1 - Under ITP Section 5,2014,1,2,3
A & N Islands,17.2 - Under ITP Section 6,2014,0,0,0
A & N Islands,17.3 - Under ITP Section 7,2014,0,0,0
A & N Islands,17.4 - Under ITP Section 8,2014,0,0,0
A & N Islands,17.5 - Other Section of ITP Act,2014,0,0,0
A & N Islands,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,1,1
A & N Islands,"19 - Protection of Children from Sexual Offences Act, 2012",2014,0,0,0
A & N Islands,19.1 - Under PCSO Act Section 4,2014,0,0,0
A & N Islands,19.2 - Under PCSO Act Section 6,2014,0,0,0
A & N Islands,19.3 - Under PCSO Act Section 8,2014,0,0,0
A & N Islands,19.4 - Under PCSO Act Section 10,2014,0,0,0
A & N Islands,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
A & N Islands,19.6 - Other Acts of PCSO,2014,0,0,0
A & N Islands,20 - Attempt to commit Murder u/s 307 IPC,2014,0,0,0
A & N Islands,21 - Unnatural Offences u/s 377 IPC,2014,3,0,3
A & N Islands,22 - Other crimes committed against children,2014,6,1,7
A & N Islands,23 - Total crimes against Children,2014,49,8,57
Chandigarh,1 - Murder (Section 302 and 303 IPC),2014,2,1,3
Chandigarh,2 - Infanticide (Section 315 IPC),2014,0,0,0
Chandigarh,3 - Rape,2014,34,0,34
Chandigarh,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,20,0,20
Chandigarh,4.1 - Sexual Harassment (Section 354A IPC),2014,9,0,9
Chandigarh,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0
Chandigarh,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0
Chandigarh,4.4 - Stalking (Section 354D IPC),2014,1,0,1
Chandigarh,4.5 - Others assault,2014,10,0,10
Chandigarh,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0
Chandigarh,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,48,0,48
Chandigarh,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,13,0,13
Chandigarh,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Chandigarh,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0
Chandigarh,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,32,0,32
Chandigarh,6.5 - Other Kidnapping,2014,3,0,3
Chandigarh,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0
Chandigarh,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,0,0
Chandigarh,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
Chandigarh,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Chandigarh,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Chandigarh,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Chandigarh,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
Chandigarh,"14 - Prohibition of Child Marriage Act, 2006",2014,0,0,0
Chandigarh,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Chandigarh,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,0,0,0
Chandigarh,16.1 - Offences committed against Migrant,2014,0,0,0
Chandigarh,16.1.1 - Offences committed against SC migrants,2014,0,0,0
Chandigarh,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Chandigarh,16.1.3 - Offences committed against others migrants,2014,0,0,0
Chandigarh,16.2 - Offences committed against Locals,2014,0,0,0
Chandigarh,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Chandigarh,16.2.2 - Offences committed against Local STs,2014,0,0,0
Chandigarh,16.2.3 - Offences committed against others locals,2014,0,0,0
Chandigarh,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0
Chandigarh,17.1 - Under ITP Section 5,2014,0,0,0
Chandigarh,17.2 - Under ITP Section 6,2014,0,0,0
Chandigarh,17.3 - Under ITP Section 7,2014,0,0,0
Chandigarh,17.4 - Under ITP Section 8,2014,0,0,0
Chandigarh,17.5 - Other Section of ITP Act,2014,0,0,0
Chandigarh,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,12,0,12
Chandigarh,"19 - Protection of Children from Sexual Offences Act, 2012",2014,0,0,0
Chandigarh,19.1 - Under PCSO Act Section 4,2014,0,0,0
Chandigarh,19.2 - Under PCSO Act Section 6,2014,0,0,0
Chandigarh,19.3 - Under PCSO Act Section 8,2014,0,0,0
Chandigarh,19.4 - Under PCSO Act Section 10,2014,0,0,0
Chandigarh,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Chandigarh,19.6 - Other Acts of PCSO,2014,0,0,0
Chandigarh,20 - Attempt to commit Murder u/s 307 IPC,2014,0,0,0
Chandigarh,21 - Unnatural Offences u/s 377 IPC,2014,3,0,3
Chandigarh,22 - Other crimes committed against children,2014,14,0,14
Chandigarh,23 - Total crimes against Children,2014,133,1,134
D&N Haveli,1 - Murder (Section 302 and 303 IPC),2014,1,0,1
D&N Haveli,2 - Infanticide (Section 315 IPC),2014,0,0,0
D&N Haveli,3 - Rape,2014,2,1,3
D&N Haveli,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,0,0,0
D&N Haveli,4.1 - Sexual Harassment (Section 354A IPC),2014,0,0,0
D&N Haveli,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0
D&N Haveli,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0
D&N Haveli,4.4 - Stalking (Section 354D IPC),2014,0,0,0
D&N Haveli,4.5 - Others assault,2014,0,0,0
D&N Haveli,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0
D&N Haveli,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,3,0,3
D&N Haveli,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,3,0,3
D&N Haveli,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
D&N Haveli,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0
D&N Haveli,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0
D&N Haveli,6.5 - Other Kidnapping,2014,0,0,0
D&N Haveli,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0
D&N Haveli,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,0,0
D&N Haveli,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
D&N Haveli,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
D&N Haveli,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
D&N Haveli,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
D&N Haveli,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
D&N Haveli,"14 - Prohibition of Child Marriage Act, 2006",2014,0,0,0
D&N Haveli,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
D&N Haveli,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,0,0,0
D&N Haveli,16.1 - Offences committed against Migrant,2014,0,0,0
D&N Haveli,16.1.1 - Offences committed against SC migrants,2014,0,0,0
D&N Haveli,16.1.2 - Offences committed against ST migrants,2014,0,0,0
D&N Haveli,16.1.3 - Offences committed against others migrants,2014,0,0,0
D&N Haveli,16.2 - Offences committed against Locals,2014,0,0,0
D&N Haveli,16.2.1 - Offences committed against Local SCs,2014,0,0,0
D&N Haveli,16.2.2 - Offences committed against Local STs,2014,0,0,0
D&N Haveli,16.2.3 - Offences committed against others locals,2014,0,0,0
D&N Haveli,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0
D&N Haveli,17.1 - Under ITP Section 5,2014,0,0,0
D&N Haveli,17.2 - Under ITP Section 6,2014,0,0,0
D&N Haveli,17.3 - Under ITP Section 7,2014,0,0,0
D&N Haveli,17.4 - Under ITP Section 8,2014,0,0,0
D&N Haveli,17.5 - Other Section of ITP Act,2014,0,0,0
D&N Haveli,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0
D&N Haveli,"19 - Protection of Children from Sexual Offences Act, 2012",2014,0,0,0
D&N Haveli,19.1 - Under PCSO Act Section 4,2014,0,0,0
D&N Haveli,19.2 - Under PCSO Act Section 6,2014,0,0,0
D&N Haveli,19.3 - Under PCSO Act Section 8,2014,0,0,0
D&N Haveli,19.4 - Under PCSO Act Section 10,2014,0,0,0
D&N Haveli,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
D&N Haveli,19.6 - Other Acts of PCSO,2014,0,0,0
D&N Haveli,20 - Attempt to commit Murder u/s 307 IPC,2014,0,0,0
D&N Haveli,21 - Unnatural Offences u/s 377 IPC,2014,0,0,0
D&N Haveli,22 - Other crimes committed against children,2014,0,0,0
D&N Haveli,23 - Total crimes against Children,2014,6,1,7
Daman & Diu,1 - Murder (Section 302 and 303 IPC),2014,0,0,0
Daman & Diu,2 - Infanticide (Section 315 IPC),2014,0,0,0
Daman & Diu,3 - Rape,2014,1,0,1
Daman & Diu,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,0,0,0
Daman & Diu,4.1 - Sexual Harassment (Section 354A IPC),2014,0,0,0
Daman & Diu,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0
Daman & Diu,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0
Daman & Diu,4.4 - Stalking (Section 354D IPC),2014,0,0,0
Daman & Diu,4.5 - Others assault,2014,0,0,0
Daman & Diu,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0
Daman & Diu,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,2,0,2
Daman & Diu,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,2,0,2
Daman & Diu,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Daman & Diu,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0
Daman & Diu,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0
Daman & Diu,6.5 - Other Kidnapping,2014,0,0,0
Daman & Diu,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0
Daman & Diu,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,1,1
Daman & Diu,9 - Exposure and Abandonment (Section 317 IPC),2014,1,1,2
Daman & Diu,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Daman & Diu,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Daman & Diu,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Daman & Diu,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
Daman & Diu,"14 - Prohibition of Child Marriage Act, 2006",2014,0,0,0
Daman & Diu,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Daman & Diu,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,0,0,0
Daman & Diu,16.1 - Offences committed against Migrant,2014,0,0,0
Daman & Diu,16.1.1 - Offences committed against SC migrants,2014,0,0,0
Daman & Diu,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Daman & Diu,16.1.3 - Offences committed against others migrants,2014,0,0,0
Daman & Diu,16.2 - Offences committed against Locals,2014,0,0,0
Daman & Diu,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Daman & Diu,16.2.2 - Offences committed against Local STs,2014,0,0,0
Daman & Diu,16.2.3 - Offences committed against others locals,2014,0,0,0
Daman & Diu,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0
Daman & Diu,17.1 - Under ITP Section 5,2014,0,0,0
Daman & Diu,17.2 - Under ITP Section 6,2014,0,0,0
Daman & Diu,17.3 - Under ITP Section 7,2014,0,0,0
Daman & Diu,17.4 - Under ITP Section 8,2014,0,0,0
Daman & Diu,17.5 - Other Section of ITP Act,2014,0,0,0
Daman & Diu,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0
Daman & Diu,"19 - Protection of Children from Sexual Offences Act, 2012",2014,0,0,0
Daman & Diu,19.1 - Under PCSO Act Section 4,2014,0,0,0
Daman & Diu,19.2 - Under PCSO Act Section 6,2014,0,0,0
Daman & Diu,19.3 - Under PCSO Act Section 8,2014,0,0,0
Daman & Diu,19.4 - Under PCSO Act Section 10,2014,0,0,0
Daman & Diu,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Daman & Diu,19.6 - Other Acts of PCSO,2014,0,0,0
Daman & Diu,20 - Attempt to commit Murder u/s 307 IPC,2014,0,0,0
Daman & Diu,21 - Unnatural Offences u/s 377 IPC,2014,0,0,0
Daman & Diu,22 - Other crimes committed against children,2014,0,0,0
Daman & Diu,23 - Total crimes against Children,2014,4,2,6
Delhi UT,1 - Murder (Section 302 and 303 IPC),2014,46,0,46
Delhi UT,2 - Infanticide (Section 315 IPC),2014,3,0,3
Delhi UT,3 - Rape,2014,930,3,933
Delhi UT,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,829,2,831
Delhi UT,4.1 - Sexual Harassment (Section 354A IPC),2014,260,1,261
Delhi UT,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,49,0,49
Delhi UT,4.3 - Voyeurism (Section 354C IPC),2014,25,0,25
Delhi UT,4.4 - Stalking (Section 354D IPC),2014,91,0,91
Delhi UT,4.5 - Others assault,2014,404,1,405
Delhi UT,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,56,4,60
Delhi UT,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,484,8,492
Delhi UT,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,467,8,475
Delhi UT,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Delhi UT,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,13,0,13
Delhi UT,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0
Delhi UT,6.5 - Other Kidnapping,2014,4,0,4
Delhi UT,7 - Foeticide (Section 315 and 316 IPC),2014,1,0,1
Delhi UT,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,0,0
Delhi UT,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
Delhi UT,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Delhi UT,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Delhi UT,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Delhi UT,13 - Selling of minors for prostitution (Section 372 IPC),2014,2,5,7
Delhi UT,"14 - Prohibition of Child Marriage Act, 2006",2014,1,0,1
Delhi UT,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Delhi UT,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,34,1,35
Delhi UT,16.1 - Offences committed against Migrant,2014,8,0,8
Delhi UT,16.1.1 - Offences committed against SC migrants,2014,0,0,0
Delhi UT,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Delhi UT,16.1.3 - Offences committed against others migrants,2014,8,0,8
Delhi UT,16.2 - Offences committed against Locals,2014,26,1,27
Delhi UT,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Delhi UT,16.2.2 - Offences committed against Local STs,2014,0,0,0
Delhi UT,16.2.3 - Offences committed against others locals,2014,26,1,27
Delhi UT,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,1,1
Delhi UT,17.1 - Under ITP Section 5,2014,0,0,0
Delhi UT,17.2 - Under ITP Section 6,2014,0,0,0
Delhi UT,17.3 - Under ITP Section 7,2014,0,0,0
Delhi UT,17.4 - Under ITP Section 8,2014,0,0,0
Delhi UT,17.5 - Other Section of ITP Act,2014,0,1,1
Delhi UT,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,95,7,102
Delhi UT,"19 - Protection of Children from Sexual Offences Act, 2012",2014,93,0,93
Delhi UT,19.1 - Under PCSO Act Section 4,2014,8,0,8
Delhi UT,19.2 - Under PCSO Act Section 6,2014,8,0,8
Delhi UT,19.3 - Under PCSO Act Section 8,2014,31,0,31
Delhi UT,19.4 - Under PCSO Act Section 10,2014,14,0,14
Delhi UT,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Delhi UT,19.6 - Other Acts of PCSO,2014,32,0,32
Delhi UT,20 - Attempt to commit Murder u/s 307 IPC,2014,14,0,14
Delhi UT,21 - Unnatural Offences u/s 377 IPC,2014,125,0,125
Delhi UT,22 - Other crimes committed against children,2014,165,0,165
Delhi UT,23 - Total crimes against Children,2014,2878,31,2909
Lakshadweep,1 - Murder (Section 302 and 303 IPC),2014,0,0,0
Lakshadweep,2 - Infanticide (Section 315 IPC),2014,0,0,0
Lakshadweep,3 - Rape,2014,0,0,0
Lakshadweep,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,0,0,0
Lakshadweep,4.1 - Sexual Harassment (Section 354A IPC),2014,0,0,0
Lakshadweep,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0
Lakshadweep,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0
Lakshadweep,4.4 - Stalking (Section 354D IPC),2014,0,0,0
Lakshadweep,4.5 - Others assault,2014,0,0,0
Lakshadweep,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0
Lakshadweep,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,0,0,0
Lakshadweep,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,0,0,0
Lakshadweep,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Lakshadweep,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0
Lakshadweep,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0
Lakshadweep,6.5 - Other Kidnapping,2014,0,0,0
Lakshadweep,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0
Lakshadweep,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,0,0
Lakshadweep,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
Lakshadweep,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Lakshadweep,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Lakshadweep,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Lakshadweep,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
Lakshadweep,"14 - Prohibition of Child Marriage Act, 2006",2014,0,0,0
Lakshadweep,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Lakshadweep,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,0,0,0
Lakshadweep,16.1 - Offences committed against Migrant,2014,0,0,0
Lakshadweep,16.1.1 - Offences committed against SC migrants,2014,0,0,0
Lakshadweep,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Lakshadweep,16.1.3 - Offences committed against others migrants,2014,0,0,0
Lakshadweep,16.2 - Offences committed against Locals,2014,0,0,0
Lakshadweep,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Lakshadweep,16.2.2 - Offences committed against Local STs,2014,0,0,0
Lakshadweep,16.2.3 - Offences committed against others locals,2014,0,0,0
Lakshadweep,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0
Lakshadweep,17.1 - Under ITP Section 5,2014,0,0,0
Lakshadweep,17.2 - Under ITP Section 6,2014,0,0,0
Lakshadweep,17.3 - Under ITP Section 7,2014,0,0,0
Lakshadweep,17.4 - Under ITP Section 8,2014,0,0,0
Lakshadweep,17.5 - Other Section of ITP Act,2014,0,0,0
Lakshadweep,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0
Lakshadweep,"19 - Protection of Children from Sexual Offences Act, 2012",2014,3,0,3
Lakshadweep,19.1 - Under PCSO Act Section 4,2014,0,0,0
Lakshadweep,19.2 - Under PCSO Act Section 6,2014,0,0,0
Lakshadweep,19.3 - Under PCSO Act Section 8,2014,3,0,3
Lakshadweep,19.4 - Under PCSO Act Section 10,2014,0,0,0
Lakshadweep,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Lakshadweep,19.6 - Other Acts of PCSO,2014,0,0,0
Lakshadweep,20 - Attempt to commit Murder u/s 307 IPC,2014,0,0,0
Lakshadweep,21 - Unnatural Offences u/s 377 IPC,2014,0,0,0
Lakshadweep,22 - Other crimes committed against children,2014,0,0,0
Lakshadweep,23 - Total crimes against Children,2014,3,0,3
Puducherry,1 - Murder (Section 302 and 303 IPC),2014,0,0,0
Puducherry,2 - Infanticide (Section 315 IPC),2014,0,0,0
Puducherry,3 - Rape,2014,3,0,3
Puducherry,4 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,0,0,0
Puducherry,4.1 - Sexual Harassment (Section 354A IPC),2014,0,0,0
Puducherry,4.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0
Puducherry,4.3 - Voyeurism (Section 354C IPC),2014,0,0,0
Puducherry,4.4 - Stalking (Section 354D IPC),2014,0,0,0
Puducherry,4.5 - Others assault,2014,0,0,0
Puducherry,5 - Insult to the Modesty of Women (Girls Children) (Section 509 IPC),2014,0,0,0
Puducherry,"6 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",2014,5,0,5
Puducherry,6.1 - Kidnapping & Abduction (Section 363 IPC),2014,3,0,3
Puducherry,6.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Puducherry,6.3 - Kidnapping for Ransom (Section 364A IPC),2014,1,0,1
Puducherry,6.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,1,0,1
Puducherry,6.5 - Other Kidnapping,2014,0,0,0
Puducherry,7 - Foeticide (Section 315 and 316 IPC),2014,0,0,0
Puducherry,8 - Abetment of Suicide of child (Section 305 IPC),2014,0,0,0
Puducherry,9 - Exposure and Abandonment (Section 317 IPC),2014,0,0,0
Puducherry,10 - Procuration of minor girls (Section 366-A IPC),2014,0,0,0
Puducherry,11 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Puducherry,12 - Buying of minors for prostitution (Section 373 IPC),2014,0,0,0
Puducherry,13 - Selling of minors for prostitution (Section 372 IPC),2014,0,0,0
Puducherry,"14 - Prohibition of Child Marriage Act, 2006",2014,6,4,10
Puducherry,"15 - Transplantation of Human Organs Act, 1994",2014,0,0,0
Puducherry,"16 - Child Labour (Prohibition & Regulation) Act, 1986",2014,0,0,0
Puducherry,16.1 - Offences committed against Migrant,2014,0,0,0
Puducherry,16.1.1 - Offences committed against SC migrants,2014,0,0,0
Puducherry,16.1.2 - Offences committed against ST migrants,2014,0,0,0
Puducherry,16.1.3 - Offences committed against others migrants,2014,0,0,0
Puducherry,16.2 - Offences committed against Locals,2014,0,0,0
Puducherry,16.2.1 - Offences committed against Local SCs,2014,0,0,0
Puducherry,16.2.2 - Offences committed against Local STs,2014,0,0,0
Puducherry,16.2.3 - Offences committed against others locals,2014,0,0,0
Puducherry,"17 - Immoral Traffic (Prevention) Act, 1956",2014,0,0,0
Puducherry,17.1 - Under ITP Section 5,2014,0,0,0
Puducherry,17.2 - Under ITP Section 6,2014,0,0,0
Puducherry,17.3 - Under ITP Section 7,2014,0,0,0
Puducherry,17.4 - Under ITP Section 8,2014,0,0,0
Puducherry,17.5 - Other Section of ITP Act,2014,0,0,0
Puducherry,"18 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0
Puducherry,"19 - Protection of Children from Sexual Offences Act, 2012",2014,13,2,15
Puducherry,19.1 - Under PCSO Act Section 4,2014,6,2,8
Puducherry,19.2 - Under PCSO Act Section 6,2014,3,0,3
Puducherry,19.3 - Under PCSO Act Section 8,2014,2,0,2
Puducherry,19.4 - Under PCSO Act Section 10,2014,0,0,0
Puducherry,19.5 - Under PCSO Act Sections 14 & 15,2014,0,0,0
Puducherry,19.6 - Other Acts of PCSO,2014,2,0,2
Puducherry,20 - Attempt to commit Murder u/s 307 IPC,2014,1,0,1
Puducherry,21 - Unnatural Offences u/s 377 IPC,2014,0,0,0
Puducherry,22 - Other crimes committed against children,2014,1,0,1
